Ort
Bremen
Zürich
Yverdon
Yverdon
Yverdon
Zürich
Teisendorf
Teisendorf
Teisendorf
Zürich
Yverdon
Wien
Basel
Berlin
Yverdon
Wiesbaden
Wien
sl
Basel
sl
Ettlingen
sl
Zürich
Zürich
Zürich
sl
sl
sl
Berlin
sl
sl
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
sl
Dedeleben
Bonn
Wildburghausen
Wildburghausen
Wildburghausen
Basel
Regensdorf
München
Bern
Bern
Bern
Paris
Mannheim
Yverdon
sl
Yverdon
Yverdon
sl
Yverdon
sl
sl
Yverdon
Yverdon
sl
sl
sl
Yverdon
Yverdon
Yverdon
Yverdon
sl
sl
sl
sl
sl
sl
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Yverdon
Richterswil
Richterswil
Lenzburg
Lenzburg
Lenzburg
Lenzburg
Lenzburg
Lenzburg
Lenzburg
Aarau
Aarau
Aarau
Dornach
sl
Lenzburg
sl
Lenzburg
Lenzburg
Lenzburg
Lenzburg
Lenzburg
Lenzburg
sl
Lenzburg
Lenzburg
Luzern
Luzern
Luzern
Luzern
Genf
Basel
Aachen
Aachen
Berchtesgaden
Wildegg
sl
Schwyz
Paris
Winterthur
sl
sl
sl
Heidelberg
Meersburg
Bremen
Godesberg
Godesberg
Godesberg
Berlin
Frankfurt am Main
Darmstadt
Darmstadt
Darmstadt
Darmstadt
sl
Frankfurt am Main
Mannheim
Leipzig
Leipzig
Chur
Bern
Bern
Yverdon
Zürich
Bübingen
Bübingen
Altstätten
Yverdon
Zürich
Yverdon
sl
Meyrier
sl
Meyrier
Meyrier
Lausanne
Montbéliard
Morat
sl
sl
Erlangen
Winterthur
Oltingen
Oltingen
Hildburghausen
Hildburghausen
Strassburg
Berlin
Berlin
Schaffhausen
Wien
Gotha
Gotha
Lenzburg
Bückeburg
Bückeburg
Bückeburg
Stuttgart
Stuttgart
Sankt Gallen
sl
München
Hottingen
sl
Berlin
Berlin
Berlin
Bregenz
Lausanne
Yverdon
Yverdon
Dessau
Berlin
Basel
Burgdorf
Basel
München
München
München
München
München
Luzern
Luzern
sl
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
sl
sl
Frankfurt am Main
sl
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
Luzern
Wartensee
Wien
sl
Luzern
Luzern
Luzern
Luzern
Luzern
Wartensee
Luzern
Luzern
Yverdon
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
sl
Frankfurt am Main
sl
Yverdon
sl
Frankfurt am Main
Frankfurt am Main
sl
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
sl
Frankfurt am Main
Wartensee
sl
Frankfurt am Main
sl
sl
Frankfurt am Main
Wien
sl
sl
sl
sl
Frankfurt am Main
sl
sl
Frankfurt am Main
Schwalbach
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
sl
sl
sl
Frankfurt am Main
Frankfurt am Main
sl
sl
sl
sl
sl
Frankfurt am Main?
sl
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
sl
sl
Wien
sl
sl
sl
sl
sl
sl
sl
Frankfurt am Main
sl
sl
sl
sl
sl
sl
sl
sl
Frankfurt am Main
sl
sl
Luzern
sl
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
Luzern
Luzern
sl
sl
Frankfurt am Main
Frankfurt am Main
sl
sl
Frankfurt am Main
sl
sl
Frankfurt am Main
Frankfurt am Main
sl
Frankfurt am Main
sl
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
sl
Frankfurt am Main
Frankfurt am Main
sl
sl
sl
Luzern
sl
sl
Frankfurt am Main
sl
Frankfurt am Main
Frankfurt am Main
sl
Luzern
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
sl
Frankfurt am Main
sl
sl
Frankfurt am Main
sl
Frankfurt am Main
Frankfurt am Main
Luzern
sl
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
sl
sl
sl
Frankfurt am Main
sl
sl
sl
Frankfurt am Main
sl
Frankfurt am Main
sl
sl
Frankfurt am Main
sl
sl
sl
sl
Schwalbach
sl
sl
sl
sl
sl
sl
Wien
sl
Frankfurt am Main
sl
sl
sl
sl
sl
Frankfurt am Main
sl
sl
Frankfurt am Main
sl
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
sl
sl
sl
sl
Luzern
sl
Luzern
Frankfurt am Main
sl
Frankfurt am Main
Luzern
Frankfurt am Main
sl
sl
sl
sl
Frankfurt am Main
sl
Frankfurt am Main
Frankfurt am Main
Paris
Mainz
Mainz
Mainz
Mainz
Karlsruhe
Lengsfeld
sl
Zürich
Zürich
Zürich
Karlsruhe
Wien
Bözberg
Livorno
Zürich
Luzern
Wien
Stuttgart
Stuttgart
Stuttgart
Stuttgart
Weimar
Heidelberg
Bubikon
Wyla
Wien
Wien
Wien
Wien
Wien
Lilli
Lausanne
Lausanne
Lausanne
Lausanne
Wien
sl
Paris
Tübingen
Tübingen
Tübingen
Tübingen
Tübingen
Tübingen
Tübingen
Tübingen
Tübingen
Tübingen
Tübingen
Tübingen
sl
Tübingen
Tübingen
Tübingen
Bonn
Bonn
Zürich
Bern
Chur
Chur
Chur
Ebersdorf
Ebersdorf
Ebersdorf
Frankfurt am Main
Okriftel (zwischen Frankfurt am Main und Mainz)
sl
Kassel
Kassel
Bremgarten
Luzern
Bonn
Wien
Wien
Karlsruhe
Gernsbach
Karlsruhe
Pesth
sl
Berlin
Augsburg
Bremen
Mannheim
Wien
München
München
Wettschweil
Basel
Darmstadt
sl
sl
sl
Heidelberg
Heidelberg
Heidelberg
Heidelberg
Sankt Gallen
Prag
Prag
Wien
Aarau
Bern
Bern
Linz
Halle
Yverdon
sl
sl
Stuttgart
Paris
Heidelberg
Aarau
Basel
Basel
sl
Aarau
sl
Aarau
sl
Basel
Basel
Basel
Kempten
Paris
Genf
Genf
Tübingen
Tübingen
Donaueschingen
Donaueschingen
Darmstadt
Dresden
Dresden
Mainz
sl
Kreuzlingen
sl
Wald
Genf
Konstanz
Frankfurt am Main
Konstanz
Konstanz
Konstanz
Konstanz
Konstanz
Konstanz
Konstanz
Konstanz
Konstanz
Konstanz
Konstanz
Konstanz
Frankfurt am Main
Konstanz
Konstanz
Konstanz
Konstanz
Konstanz
Konstanz
Konstanz
sl
Bern
Bern
Bern
Bern
Bern
Heilbronn
Zofingen
Berlin
sl
Luzern
Aarau
Aarau
Mainz
Freiburg
Freiburg
Rikenbach
Zürich
Zürich
Zürich
Zürich
Zürich
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
Lenzburg
Kirchheim
sl
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
Mainz
Yverdon
Lenzburg
Lenzburg
Lenzburg
Bonn
Lenzburg
Stuttgart
Stuttgart
Darmstadt
Frankfurt am Main
Karlsruhe
Karlsruhe
Karlsruhe
Karlsruhe
Karlsruhe
Stuttgart
Stuttgart
Stuttgart
Stuttgart
Frankfurt am Main
sl
Stuttgart
Stuttgart
Stuttgart
Stuttgart
Stuttgart
Stuttgart
Stuttgart
Stuttgart
Stuttgart
Mainz
Tübingen
Frankfurt am Main
Mainz
Frankfurt am Main
Frankfurt am Main
Darmstadt
Frankfurt am Main
Zofingen
Burgdorf

Genf
Lyon
Lausanne
Lenzburg
Schaffhausen
Frankfurt am Main
sl
Frankfurt am Main
Frankfurt am Main
Zürich
Wald
Wald
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
sl
Berlin
sl
Zürich
Zürich
Zürich
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
Zürich
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
Zürich
sl
sl
sl
sl
sl
sl
sl
Zürich
Zürich
sl
Zürich
sl
Zürich
sl
sl
sl
sl
sl
sl
Zürich
Zürich
Zürich
sl
Zürich
sl
sl
Zürich
sl
sl
Zürich
sl
sl
sl
sl
sl
sl
sl
Zürich
sl
Zürich
Zürich
sl
sl
sl
Zürich
Zürich
Lyon
sl
sl
sl
sl
sl
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
sl
Zürich
sl
sl
Zürich
sl
sl
sl
sl
Prag
Zürich
Zürich
sl
sl
sl
Zürich
sl
Zürich
sl
sl
sl
sl
sl
Zürich
Zürich
sl
sl
sl
sl
sl
sl
Zürich
sl
sl
sl
Zürich
Zürich
sl
Zürich
sl
sl
sl
Zürich
sl
Zürich
sl
Zürich
sl
sl
sl
sl
sl
sl
sl
sl
sl
Zürich
Zürich
sl
Zürich
Zürich
sl
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
sl
Zürich
sl
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
sl
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
sl
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Karlsruhe
Stuttgart
Zürich
Zürich
Zürich
Zürich
sl
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
sl
sl
Zürich
sl
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
sl
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
sl
sl
sl
sl
sl
sl
Zürich
sl
Zürich
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
[Entstehungsort nicht ermittelbar]
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
Diverse
Zürich
Heilbronn
Offenbach
Stuttgart
Stuttgart
Karlsruhe
Karlsruhe
Basel
Wien
Wien
Yverdon
Yverdon
Yverdon
Leipzig
Leipzig
Leipzig
Leipzig
Leipzig
Aarau
Sankt Petersburg
Basel
Paris
Ludwigsburg
Ludwigsburg
Stuttgart
Lausanne
Lausanne
Wien
Aschaffenburg
Yverdon
Berlin
Zürich
sl
Karlsruhe
Göttingen
Göttingen
Schloss Freudenfels
Heidelberg
Göttingen
Yverdon
Yverdon
Brugg
Sondershausen
Sondershausen
Sondershausen
Sondershausen
Sondershausen
sl
Altstätten
Altstätten
Altstätten
Altstätten
Salzburg
Salzburg
Hochdorf
Hochdorf
Dettenheim
Berlin
Leipzig
Augsburg
Winterthur
Winterthur
Breslau
Winterthur
Winterthur
Bamberg
Hamburg
Bamberg
Bamberg
Zürich
Hamburg
Mildenberg
Sankt Gallen
Sankt Gallen
Sankt Gallen
Sankt Gallen
sl
Karlsruhe
Karlsruhe
Tübingen
Wien
Yverdon
Yverdon
Leipzig
Zürich
Zürich
Zürich
sl
Leipzig
Brugg
Luzern
Luzern
Luzern
Brugg
Brugg
Lenzburg
Lemberg
Eisenstadt
Yverdon
Sankt Petersburg
Zürich
Stuttgart

Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Solothurn
Yverdon
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Yverdon
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Leipzig
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Yverdon
Zürich
Zürich
Zürich
Zürich
Wetzikon
Yverdon
Yverdon
Yverdon
Yverdon
Hildburghausen
Hildburghausen
Zürich
Yverdon
Yverdon
Yverdon
Yverdon
Hüttlingen
Lenzburg
Lenzburg
Lenzburg
Lenzburg
Lenzburg
Berlin
Stuttgart
Stuttgart
Leipzig
Leipzig
Gotha
Hottingen
Yverdon
Luzern
Lengsfeld
Wien
Livorno
Heidelberg
Salzburg
Basel
Altstätten
Ebersdorf
Amsterdam
Amsterdam
Bremen
Heidelberg
Yverdon
Yverdon
Sankt Gallen
Stuttgart
Diverse
Wildbad
Wildbad
Mannheim
Konstanz
Konstanz
Konstanz
Paris
Konstanz
Konstanz
Berlin
Berlin
Luzern
Mainz
Gossau
Zürich
Zürich
Chur
Zürich
sl
sl
Zürich
Zürich
Zug
Zürich
sl
Luzern
Zürich
Fribourg
Fribourg
Zürich
sl
Zürich
sl
sl
sl
sl
sl
Zürich
sl
Zürich
Zürich
sl
sl
sl
sl
Zürich
sl
sl
Bern
Solothurn
Diverse
Zürich
Aarau
Aarau
sl
Zürich
Zürich
Luzern
Liestal
Liestal
"Sankt Gallen (Kanton), Erziehungsrat"
sl
Luzern
sl
sl
sl
sl
sl
sl
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
sl
sl
Zürich
Zürich
Zürich
Zürich
sl
Zürich
Zürich
sl
Zürich
sl
sl
Zürich
Küsnach
Zürich
sl
Zürich
Zürich
Zürich
sl
Zürich
sl
sl
sl
sl
Zürich
We[t]zikon
Zürich
Zürich
Zürich
Sankt Gallen
Plagwitz bei Leipzig
Burgdorf
Leipzig
Leipzig
Hamburg
Wien
Berlin
Brugg
Angers
Leipzig
Seon
Darmstadt
Paris
Berlin
Berlin
sl
sl
Berlin
Frankfurt am Main
Hannover
Stettin
Stettin
Klein Vahlberg
Wien
Berlin
Karlsruhe
Heidelberg
Wien
Stuttgart
Zürich
Wien
Sankt Gallen
Leipzig
Breslau
Berlin
Leipzig
Weimar
Conradsdorf
Hannover
Hannover
Beckenried
Donaueschingen
Dobris bei Prag
Berlin
Winterthur
Basel
Zürich
Zürich
Winterthur
Dresden
sl
Lausanne
Zürich
Basel
Hannover
Hannover
sl
sl
Luzern
Braunschweig
sl
sl
Leipzig
sl
Dessau
Genf
Montreux
Cortaillod
Zürich
Wartensee
Paris
Paris
Zürich
Burgdorf
sl
Winterthur
Paris
Paris
Zürich
Winterthur
Berlin
Augsburg
Augsburg
Sankt Gallen
Luzern
Luzern
Frankfurt am Main
Sankt Gallen
Sankt Gallen
Frankfurt am Main
Sankt Gallen
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
Frankfurt am Main
?
Frankfurt am Main
Luzern
Luzern
Luzern
Luzern
Luzern
Sankt Gallen
Sankt Gallen
Frankfurt am Main
Mainz
Einsiedeln
Zürich
Hombrechtikon
Zürich
Tübingen
Neuenburg
Coburg
sl
Sankt Gallen
Zürich
Zürich
Löwenberg
Amsterdam
Wien
Frankfurt am Main
Wien
Lausanne
Bern
Bern
Hannover
Wien
sl
Dresden
Leipzig
Zürich?
Wenige bei Münchweiler
Berlin
Dresden
Leopoldstadt (Wien)
Diverse
Zürich
Zürich
Knonau
Muri
Schaffhausen
Schaffhausen
Zürich
Zürich
Zürich
Zürich
Leipzig
Zürich
Leipzig
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich?
Zürich
sl
sl
sl
Zürich
Zürich
Zürich
Zürich
sl
sl
Luzern
sl
Dällikon
Hombrechtikon
Hombrechtikon
Zürich
Zürich
Zürich
Zürich
Zürich
D…?
Zürich
Zürich
Bern
Bern
Bern
Bern
Bern
Bern
sl
Altstetten
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Wettingen
sl
Zürich
sl
Zürich
Zürich
sl
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
sl
Zürich
Zürich
sl
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
sl
Zürich
Zürich
Zürich
Zürich
Zürich
Zürich
sl
Zürich









Korr.
Korr.
Briefe
Korr.
Briefe








